Name,Latitude,Longitude,Type,M,S,E,T,Building ID
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3878.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3879.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3880.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3881.0
Amherst,,,Energy Consumer,-5.268064584862801,1e-08,2964456000000.0,1e-08,3882.0
Golden Spike Apartments,,,Energy Consumer,-4.04341660457424,1e-08,4554000000000.0,1e-08,3883.0
Autumn Heights Health Care Center,,,Energy Consumer,-6.4453971196915205,1e-08,4218984000000.0,1e-08,3885.0
Loretto Heights - Lr024,,,Energy Consumer,-24.041993181451918,1e-08,15389352000000.0,1e-08,3886.0
Mount Loretto,,,Energy Consumer,-4.526776823002559,1e-08,2673792000000.0,1e-08,3908.0
Teikyo Loretto Heights University,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3912.0
Teikyo Loretto Heights University,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3913.0
Nob Hill,,,Energy Consumer,-1.6939386102686398,1e-08,2113848000000.0,1e-08,3914.0
Summer Ridge Apartments,,,Energy Consumer,-3.47912613073116,1e-08,2263536000000.0,1e-08,3916.0
Dish Building Id 3918,,,Energy Consumer,-2.9158861757489998,1e-08,1682208000000.0,1e-08,3918.0
General Shale,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3919.0
Dartmouth,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3923.0
Bldg. 6,,,Energy Consumer,-1.70146400534676,1e-08,1558656000000.0,1e-08,3924.0
Bldg. 5,,,Energy Consumer,-3.8640467075238,1e-08,2587464000000.0,1e-08,3925.0
Wellshire Presbyterian Church,,,Energy Consumer,-2.2126742099316004,1e-08,1799424000000.0,1e-08,3927.0
Christ Episcopal Church,,,Energy Consumer,-2.5329358097838,1e-08,1728936000000.0,1e-08,3928.0
Kittyhawk/Canterbury Renovations Dba Hidden Brook,,,Energy Consumer,-5.2993469834028,1e-08,3342240000000.0,1e-08,3931.0
Kittyhawk/Canterbury Renovations Dba Hidden Brook Ii,,,Energy Consumer,-3.49117644826656,1e-08,2043360000000.0,1e-08,3932.0
Grace Apartments,,,Energy Consumer,-3.6304067550150005,1e-08,2165328000000.0,1e-08,3933.0
Chateau Nicole,,,Energy Consumer,-4.403841427973879,1e-08,2579544000000.0,1e-08,3934.0
Lowry North,,,Energy Consumer,-12.53223760293432,1e-08,8769816000000.0,1e-08,3940.0
Lowry North - Building 2-Holland,,,Energy Consumer,-2.0085241164984002,1e-08,1474704000000.0,1e-08,3941.0
Lowry North - Building 3-Holland,,,Energy Consumer,-1.7820464089302,1e-08,1326600000000.0,1e-08,3942.0
Lowry North - Building 4-Holland,,,Energy Consumer,-2.0938517381484,1e-08,1432728000000.0,1e-08,3943.0
Lowry North - Building 5-Holland,,,Energy Consumer,-1.82115921912228,1e-08,1365408000000.0,1e-08,3944.0
Montclair Rec Ctr,,,Energy Consumer,-6.043924619634959,1e-08,4369464000000.0,1e-08,3949.0
The Logan School,,,Energy Consumer,-5.00848366380012,1e-08,3453912000000.0,1e-08,3950.0
Lowry Clinic,,,Energy Consumer,-2.79928501802604,1e-08,2433816000000.0,1e-08,3952.0
Sbps-Commons,,,Energy Consumer,-5.00262958229796,1e-08,2781504000000.0,1e-08,3953.0
Ability Connection Colorado,,,Energy Consumer,-4.01665511928024,1e-08,4074048000000.0,1e-08,3957.0
Vitalant,,,Energy Consumer,-23.546923322941442,1e-08,19628928000000.0,1e-08,3958.0
St. James Catholic School,,,Energy Consumer,-3.7313364333722396,1e-08,1762200000000.0,1e-08,3959.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,3961.0
62000005-Denver,,,Energy Consumer,-11.137962003500158,1e-08,11151360000000.0,1e-08,3962.0
"02714- Denver, Co",,,Energy Consumer,-11.45337055860348,1e-08,10615176000000.0,1e-08,3963.0
Avenue 8 @ Mayfair,,,Energy Consumer,-9.24344993828232,1e-08,6903864000000.0,1e-08,3964.0
Wms Church Of God,,,Energy Consumer,-2.1873576232818,1e-08,1226016000000.0,1e-08,3965.0
Jasmine Park East Condominiums,,,Energy Consumer,-3.77936467439544,1e-08,2519352000000.0,1e-08,3966.0
Recovery Center,,,Energy Consumer,-5.814262754265959,1e-08,6884856000000.0,1e-08,3968.0
Grandview Towers,,,Energy Consumer,-8.0581870780362,1e-08,4483512000000.0,1e-08,3969.0
"Albion Court Holdings, L.P.",,,Energy Consumer,-6.47696976402708,1e-08,4470048000000.0,1e-08,3970.0
Americana Condos,,,Energy Consumer,-6.689847699405719,1e-08,3571128000000.0,1e-08,3971.0
Parkway Towers,,,Energy Consumer,-7.0363693166252395,1e-08,4604688000000.0,1e-08,3972.0
Atlantis Condominiums,,,Energy Consumer,-3.3148922723294394,1e-08,1766952000000.0,1e-08,3973.0
1190 Birch,,,Energy Consumer,-2.01181821109272,1e-08,1285416000000.0,1e-08,3974.0
Broadstone On Ninth - Co (Bs61),,,Energy Consumer,-16.051295794530958,1e-08,11889504000000.0,1e-08,3979.0
Rose Medical Center,,,Energy Consumer,-173.79543914956474,1e-08,125942256000000.0,1e-08,3983.0
825 Dahlia,,,Energy Consumer,-3.54835550302524,1e-08,2284128000000.0,1e-08,3984.0
Dahlia House,,,Energy Consumer,-2.991684007692,1e-08,2033064000000.0,1e-08,3985.0
Colorado Plaza,,,Energy Consumer,-5.6103409748646,1e-08,4242744000000.0,1e-08,3986.0
Christ Church United Methodist Denver,,,Energy Consumer,-1.13228060565312,1e-08,637560000000.0,1e-08,3987.0
955 Eudora St,,,Energy Consumer,-25.64407928421792,1e-08,14137992000000.0,1e-08,3989.0
Christ The King Roman Catholic Church,,,Energy Consumer,-5.55319800300744,1e-08,3332736000000.0,1e-08,3992.0
Hudson,,,Energy Consumer,-2.0874744545742003,1e-08,974160000000.0,1e-08,3993.0
Graland Country Day School,,,Energy Consumer,-10.354739263223399,1e-08,7283232000000.0,1e-08,3997.0
Temple Emanuel,,,Energy Consumer,-8.189261066457721,1e-08,4819320000000.0,1e-08,4000.0
374-Manor Care Health Services,,,Energy Consumer,-6.3837567623282405,1e-08,5913864000000.0,1e-08,4009.0
The Lex At Lowry (Bk49),,,Energy Consumer,-55.49275665005543,1e-08,33001056000000.0,1e-08,4010.0
Big Bear Ice Arena,,,Energy Consumer,-8.33989072143636,1e-08,7000488000000.0,1e-08,4016.0
Bishop Machebeuf High School,,,Energy Consumer,-8.349017901926402,1e-08,5923368000000.0,1e-08,4017.0
Alas Over Lowry,,,Energy Consumer,-5.090316835797361,1e-08,2509056000000.0,1e-08,4018.0
Eating Recovery Center - Pine,,,Energy Consumer,-5.969371331277721,1e-08,4337784000000.0,1e-08,4019.0
Lowry Medical Center,,,Energy Consumer,-8.619740210125078,1e-08,9099288000000.0,1e-08,4020.0
24 Hour Lowry,,,Energy Consumer,-4.95828717801336,1e-08,3798432000000.0,1e-08,4021.0
East First Avenue,,,Energy Consumer,-4.3699580008632,1e-08,3175920000000.0,1e-08,4022.0
Lowry Medical Plaza,,,Energy Consumer,-3.01962304054116,1e-08,3600432000000.0,1e-08,4023.0
Hangar Lofts,,,Energy Consumer,-3.3299896959432,1e-08,2738736000000.0,1e-08,4024.0
The Denver Hospice,,,Energy Consumer,-4.2549332017122,1e-08,4736160000000.0,1e-08,4026.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4030.0
154101-125 Rampart Way,,,Energy Consumer,-3.77082368279676,1e-08,4535784000000.0,1e-08,4031.0
Grand Lowry Lofts,,,Energy Consumer,-21.082713201908284,1e-08,16933752000000.0,1e-08,4032.0
International School Of Denver,,,Energy Consumer,-8.45636854315968,1e-08,5692896000000.0,1e-08,4033.0
Ncsl,,,Energy Consumer,-2.36730294765648,1e-08,1955448000000.0,1e-08,4036.0
154102-130 Rampart Way,,,Energy Consumer,-3.43354277004984,1e-08,4032072000000.0,1e-08,4037.0
Hangar 2 At Lowry,,,Energy Consumer,-6.07488364363356,1e-08,3830904000000.0,1e-08,4038.0
Wings Over The Rockies Air & Space Museum,,,Energy Consumer,-9.79375480610292,1e-08,5330160000000.0,1e-08,4039.0
200 Spruce Llc,,,Energy Consumer,-1.95562426174776,1e-08,2269872000000.0,1e-08,4040.0
26425-Village At Lowry,,,Energy Consumer,-10.320063594862681,1e-08,8392032000000.0,1e-08,4051.0
Lowry Town Center Building 600,,,Energy Consumer,-3.1317614185816796,1e-08,3008808000000.0,1e-08,4052.0
"03836- Denver, Co",,,Energy Consumer,-12.382254064005119,1e-08,10657944000000.0,1e-08,4054.0
Luce,,,Energy Consumer,-2.9886350025135604,1e-08,2565288000000.0,1e-08,4055.0
Steam Plant Lofts Condominium,,,Energy Consumer,-1.50005832254028,1e-08,1036728000000.0,1e-08,4057.0
Copic Building,,,Energy Consumer,-4.4380029677407205,1e-08,5071176000000.0,1e-08,4058.0
7901 East Lowry Blvd Denver Co (Quad At Lowry Iv),,,Energy Consumer,-8.179252598025,1e-08,10087704000000.0,1e-08,4059.0
Lowry Park - Co (Lw02),,,Energy Consumer,-43.32326794699644,1e-08,26391816000000.0,1e-08,4084.0
Avia Lowry,,,Energy Consumer,-8.91310348397196,1e-08,6746256000000.0,1e-08,4116.0
Golfers Way,,,Energy Consumer,-1.1332072609866,1e-08,1123848000000.0,1e-08,4122.0
"Innovage Lowry, Bldg. Id 4123",,,Energy Consumer,-1.9695865510414798,1e-08,2066328000000.0,1e-08,4123.0
Pine Creek Apartment Bldg 1,,,Energy Consumer,-2.97080825556816,1e-08,1657656000000.0,1e-08,4124.0
Pine Creek Apartments Bldg. 2 & 3,,,Energy Consumer,-7.997413132331641,1e-08,4218192000000.0,1e-08,4125.0
Pine Creek Apartments Bldg. 4,,,Energy Consumer,-3.0473477915979603,1e-08,1723392000000.0,1e-08,4126.0
Pine Creek Apartments Bldg. 6,,,Energy Consumer,-3.43745312262012,1e-08,1866744000000.0,1e-08,4127.0
Pine Creek Apartments Bldg. 7 & 9,,,Energy Consumer,-8.649008085502441,1e-08,4044744000000.0,1e-08,4128.0
Pine Creek Apartments Bldg. 8,,,Energy Consumer,-3.4325086045507205,1e-08,1830312000000.0,1e-08,4129.0
Pine Creek Apartments Bldg. 10,,,Energy Consumer,-3.5424292557200396,1e-08,1886544000000.0,1e-08,4130.0
Pine Creek Apartments Bldg. 11,,,Energy Consumer,-3.1935606673183203,1e-08,1843776000000.0,1e-08,4131.0
Pine Creek Apartments Bldg. 12,,,Energy Consumer,-2.90802347939556,1e-08,1656864000000.0,1e-08,4132.0
Pine Creek Apartments Bldg. 13 & 14,,,Energy Consumer,-7.862361267781441,1e-08,4118400000000.0,1e-08,4133.0
Pine Creek Apartments Bldg. 15,,,Energy Consumer,-3.11416182510696,1e-08,1708344000000.0,1e-08,4134.0
Pine Creek Apartments Bldg. 16 & 17,,,Energy Consumer,-4.5256430602548,1e-08,2331648000000.0,1e-08,4135.0
Pine Creek Apartments Bldg. 18,,,Energy Consumer,-3.6466076612808003,1e-08,1925352000000.0,1e-08,4136.0
The Ridge At Lowry - Co (St46),,,Energy Consumer,-17.1760134451266,1e-08,11127600000000.0,1e-08,4141.0
Co0061 - East Denver Medical Offices,,,Energy Consumer,-6.4156870705122,1e-08,5200272000000.0,1e-08,4149.0
Co0011 - Regional Office - Colorado,,,Energy Consumer,-10.12076528011164,1e-08,8808624000000.0,1e-08,4150.0
U-Haul Moving & Storage At South Havana (862044),,,Energy Consumer,-1.83488063922252,1e-08,1403424000000.0,1e-08,4151.0
Win,,,Energy Consumer,-1.61000176291056,1e-08,1534896000000.0,1e-08,4159.0
Windsor Gardens Community Center,,,Energy Consumer,-2.45617924881708,1e-08,2909808000000.0,1e-08,4228.0
Meridian Garden - North,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4252.0
Twin Lake Towers,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4254.0
Imt Lowry,,,Energy Consumer,-32.1808474895418,1e-08,21368160000000.0,1e-08,4265.0
Woodside Village 2,,,Energy Consumer,-7.061185384898399,1e-08,4748040000000.0,1e-08,4268.0
Candlewyck Condominiums,,,Energy Consumer,-29.53671008558472,1e-08,18559728000000.0,1e-08,4273.0
The Courtyards At Mountain View,,,Energy Consumer,-10.85162634949932,1e-08,8891784000000.0,1e-08,4277.0
Bmh Bj Congregation,,,Energy Consumer,-3.9430880968978794,1e-08,1576872000000.0,1e-08,4330.0
"Cubesmart #330 - Leetsdale Dr., (Denver)",,,Energy Consumer,-0.89038188891864,1e-08,624096000000.0,1e-08,4331.0
600 S Holly,,,Energy Consumer,-1.87028461246392,1e-08,1740816000000.0,1e-08,4333.0
Monaco,,,Energy Consumer,-1.9378210425422397,1e-08,1375704000000.0,1e-08,4336.0
Berkley Manor Care,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4337.0
Monaco Parkway Health And Rehab,,,Energy Consumer,-6.17214732029748,1e-08,4108104000000.0,1e-08,4338.0
62000035-Denver,,,Energy Consumer,-11.60698538789676,1e-08,10552608000000.0,1e-08,4342.0
Monaco Tower,,,Energy Consumer,-5.62688361363924,1e-08,4702896000000.0,1e-08,4343.0
Hobby Lobby,,,Energy Consumer,-3.1246158435195603,1e-08,2790216000000.0,1e-08,4344.0
Bldg 1,,,Energy Consumer,-5.46131943563148,1e-08,3883968000000.0,1e-08,4345.0
Bldg 2,,,Energy Consumer,-4.21598603524932,1e-08,2849616000000.0,1e-08,4346.0
6795 - 6825 East Tennessee Ave,,,Energy Consumer,-10.84881525935868,1e-08,7607952000000.0,1e-08,4348.0
Oneida Square,,,Energy Consumer,-5.796549742314241,1e-08,4016232000000.0,1e-08,4349.0
Cedar Run Apartments,,,Energy Consumer,-8.616456244064521,1e-08,10543104000000.0,1e-08,4350.0
"Antero Retail Group, Llc",,,Energy Consumer,-17.319434960246042,1e-08,12983256000000.0,1e-08,4364.0
Denver Gardens Apartments,,,Energy Consumer,-4.466161135638001,1e-08,2404512000000.0,1e-08,4367.0
Bowlero Cherry Creek,,,Energy Consumer,-3.24789719127948,1e-08,2710224000000.0,1e-08,4373.0
24523-Denver / Leetsdale & Monaco,,,Energy Consumer,-0.28524145583807997,1e-08,198000000000.0,1e-08,4374.0
The Atrii Apartments - Tr074,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4375.0
Staenberg-Loup Jewish Community Center Of Denver,,,Energy Consumer,-18.35721476333496,1e-08,11046024000000.0,1e-08,4376.0
"Forest Park Realty Investments, Llc",,,Energy Consumer,-7.550337964076281,1e-08,6028704000000.0,1e-08,4380.0
"Forest Park Realty Investments, Llc",,,Energy Consumer,-5.67936091862208,1e-08,4184928000000.0,1e-08,4381.0
26802-Denver/Leetsdale Dr & Holly,,,Energy Consumer,-0.31674330594287997,1e-08,306504000000.0,1e-08,4382.0
Hillel Academy,,,Energy Consumer,-2.3575417842564,1e-08,1396296000000.0,1e-08,4384.0
Augustana Lutheran Church,,,Energy Consumer,-4.09084261986096,1e-08,2631816000000.0,1e-08,4385.0
5075 Leetsdale Llc,,,Energy Consumer,-2.8148422348702797,1e-08,2141568000000.0,1e-08,4386.0
Edge At Cherry Creek (Dg005),,,Energy Consumer,-7.423996005526321,1e-08,4602312000000.0,1e-08,4387.0
Cherry Tower,,,Energy Consumer,-15.481360562216762,1e-08,19320048000000.0,1e-08,4388.0
180 Flats- 818 S Dexter,,,Energy Consumer,-5.5648849593942,1e-08,3472128000000.0,1e-08,4389.0
180 Flats- 848 S Dexter,,,Energy Consumer,-4.3303153417488,1e-08,2916144000000.0,1e-08,4390.0
The Rise At Cherry Creek (Rs030),,,Energy Consumer,-7.6198136918529595,1e-08,4222944000000.0,1e-08,4391.0
Imt Cherry Creek,,,Energy Consumer,-18.844991127988198,1e-08,12253032000000.0,1e-08,4392.0
Vue At Cherry Creek (Vt005),,,Energy Consumer,-4.68479999110932,1e-08,2881296000000.0,1e-08,4399.0
Virginia Village,,,Energy Consumer,-4.848210167604121,1e-08,4546872000000.0,1e-08,4407.0
Emich Kia,,,Energy Consumer,-2.33062478376696,1e-08,1787544000000.0,1e-08,4408.0
Midtown Investments,,,Energy Consumer,-2.5674172424085597,1e-08,2127312000000.0,1e-08,4414.0
Stone Garden On Birch,,,Energy Consumer,-3.302207971884,1e-08,2331648000000.0,1e-08,4422.0
Mint Urban Infinity - Mb53,,,Energy Consumer,-35.79185557027296,1e-08,21189168000000.0,1e-08,4423.0
Cambridge Place - Greystar,,,Energy Consumer,-5.44719013103628,1e-08,3387384000000.0,1e-08,4424.0
The Lodge (Aka Lodge At Aspen Grove),,,Energy Consumer,-16.91762041116396,1e-08,10097208000000.0,1e-08,4435.0
Lewan Office Center,,,Energy Consumer,-3.5192046333139206,1e-08,2608848000000.0,1e-08,4441.0
Peak 54 Apartments,,,Energy Consumer,-2.51396939177928,1e-08,1655280000000.0,1e-08,4442.0
"Aaa Colorado, Inc",,,Energy Consumer,-3.985818165214561,1e-08,3779424000000.0,1e-08,4443.0
Van Dyke Apartments,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4445.0
Demedici Apartments,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4446.0
Montmartre,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4447.0
Korsakov Davinci Apartments,,,Energy Consumer,-17.009242389018002,1e-08,9729720000000.0,1e-08,4448.0
Camelot Apartments,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4450.0
Tower 1660,,,Energy Consumer,-9.142852602439081,1e-08,7960392000000.0,1e-08,4451.0
Mondrian Colorado Apartments,,,Energy Consumer,-3.09672407716128,1e-08,1892880000000.0,1e-08,4452.0
The Florida Mall,,,Energy Consumer,-5.625771796047959,1e-08,4736952000000.0,1e-08,4454.0
Ross #0500 - Colorado Blvd,,,Energy Consumer,-1.2482093764422,1e-08,1431936000000.0,1e-08,4455.0
Centerra,,,Energy Consumer,-11.406116622885119,1e-08,14233824000000.0,1e-08,4456.0
Fairfield Inn & Suites Denver Cherry Crk,,,Energy Consumer,-5.589574420995359,1e-08,4521528000000.0,1e-08,4458.0
Vectra Bank Colorado,,,Energy Consumer,-1.66815030826008,1e-08,2043360000000.0,1e-08,4459.0
Colorado Club Office Building,,,Energy Consumer,-14.746160365662961,1e-08,10691208000000.0,1e-08,4460.0
Tower Colorado,,,Energy Consumer,-10.75383577806876,1e-08,8614584000000.0,1e-08,4461.0
Bellaire Place,,,Energy Consumer,-10.95631582399272,1e-08,7365600000000.0,1e-08,4462.0
Parkway Condominiums,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4463.0
Galilee Baptist Church Denver,,,Energy Consumer,-3.96016079560596,1e-08,1981584000000.0,1e-08,4475.0
Alta Springs,,,Energy Consumer,-34.1181806743746,1e-08,20541312000000.0,1e-08,4477.0
Sage At Panorama (Fka Dayton Crossing),,,Energy Consumer,-25.632546787971,1e-08,15337872000000.0,1e-08,4489.0
Elm At Panorama (Fka Woodstream Village),,,Energy Consumer,-18.83665523919816,1e-08,12720312000000.0,1e-08,4498.0
Denver Options Dba Rocky Mountain Human Services,,,Energy Consumer,-3.9309140213406,1e-08,3307392000000.0,1e-08,4499.0
Two Denver Highlands,,,Energy Consumer,-14.596671225787919,1e-08,11095128000000.0,1e-08,4500.0
One Denver Highlands,,,Energy Consumer,-4.4722759213789205,1e-08,2989008000000.0,1e-08,4502.0
Harvard Square Assisted Living,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4506.0
Denver Dumb Friends League,,,Energy Consumer,-21.670663508592483,1e-08,16167888000000.0,1e-08,4507.0
Cherry Creek Business Park,,,Energy Consumer,-8.3893874943492,1e-08,5554296000000.0,1e-08,4511.0
"1980 Quebec, Llc",,,Energy Consumer,-2.6792493378084,1e-08,1499256000000.0,1e-08,4512.0
Jewell 7660 Llc,,,Energy Consumer,-1.7451837158162398,1e-08,936144000000.0,1e-08,4513.0
Bonsai Grow,,,Energy Consumer,-20.66724074707308,1e-08,24628032000000.0,1e-08,4514.0
7700 Llc,,,Energy Consumer,-2.2834789912476,1e-08,1483416000000.0,1e-08,4515.0
Monaco South: 2280 S. Monaco Pkwy,,,Energy Consumer,-3.65566721270688,1e-08,2276208000000.0,1e-08,4516.0
Monaco South: 6825-6875 E Iliff Ave,,,Energy Consumer,-10.62715050442656,1e-08,6261552000000.0,1e-08,4517.0
Mosaic (Ms037),,,Energy Consumer,-21.09244608981828,1e-08,11904552000000.0,1e-08,4519.0
Oneida Towers,,,Energy Consumer,-5.2976977204888795,1e-08,4584096000000.0,1e-08,4520.0
Monaco Village,,,Energy Consumer,-2.81924044515,1e-08,1972080000000.0,1e-08,4522.0
Monaco Village,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4523.0
The Croft Apartment Homes,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4524.0
Oneida Property Llc,,,Energy Consumer,-3.05723313504216,1e-08,2162952000000.0,1e-08,4525.0
Crossville Studios,,,Energy Consumer,-6.0037738457436,1e-08,3663792000000.0,1e-08,4526.0
Villa Monaco,,,Energy Consumer,-10.8533105347536,1e-08,7813872000000.0,1e-08,4527.0
Ald Plaza,,,Energy Consumer,-2.70014861767212,1e-08,2201760000000.0,1e-08,4530.0
Jasmine Office Park,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4531.0
Jasmine Condos,,,Energy Consumer,-18.97292463791076,1e-08,9167400000000.0,1e-08,4533.0
Plaza 6000,,,Energy Consumer,-7.959082118339159,1e-08,7868520000000.0,1e-08,4536.0
Lakes At Monaco Pointe,,,Energy Consumer,-27.38599201115748,1e-08,16272432000000.0,1e-08,4539.0
6116 E Warren Ave,,,Energy Consumer,-3.85637824690632,1e-08,3819816000000.0,1e-08,4545.0
Quadrant 3 Properties: 6005 E Evans Ave,,,Energy Consumer,-1.01257157064924,1e-08,681120000000.0,1e-08,4546.0
Tony Capra Plumbing,,,Energy Consumer,-0.60374406699396,1e-08,562320000000.0,1e-08,4548.0
"City Square Apartments, Llc",,,Energy Consumer,-11.446295777772118,1e-08,6532416000000.0,1e-08,4549.0
Highline Rehabilitation/Sequoia Care Community Llc.,,,Energy Consumer,-7.670692060074,1e-08,4714776000000.0,1e-08,4550.0
Holly Heights Nursing Center,,,Energy Consumer,-7.25155370905104,1e-08,4405896000000.0,1e-08,4551.0
Cac Monaco,,,Energy Consumer,-11.1852574029036,1e-08,8156016000000.0,1e-08,4552.0
"The Atrium Condominium Association, Inc.",,,Energy Consumer,-7.77259291711104,1e-08,4637952000000.0,1e-08,4553.0
Highline Academy Charter School,,,Energy Consumer,-1.9088078575867198,1e-08,1694880000000.0,1e-08,4555.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4556.0
Freeway Ford Service,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4557.0
Storquest-Denver / Evans,,,Energy Consumer,-3.4500682114181997,1e-08,1769328000000.0,1e-08,4558.0
500 W 53Rd Place Llc,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,4560.0
Caliber Collision #0810,,,Energy Consumer,-2.6799631884273603,1e-08,1812888000000.0,1e-08,4561.0
Listenup Corporate Office And Warehouse,,,Energy Consumer,-1.68579178744212,1e-08,1193544000000.0,1e-08,4562.0
